,url,snippet,doc_cluster
35,https://archive.org/details/RT_20201120_060000_News#start/790/end/825,"while others have decided to take matters into their own hands. well, if i might go to confession with you a bit, charlotte, i did not start going to master in the 1st lockdown, and i don't intend to start doing that this time. keen not to draw focus from the",9
36,https://archive.org/details/RT_20201120_060000_News#start/915/end/950,"given that i had no intention to distribute the virus or any desire to do so, i couldn't feel bad in that sense. that attitude is likely to in theory, a services such as this all banned well for the protests by catholics",7
37,https://archive.org/details/RT_20201120_060000_News#start/932/end/967,"will not be tolerated. life is more important than anything else, and life is about battling the coronavirus. it's not just catholics who have been impacted by this. the blanket ban hits any religious service. that means that",4
38,https://archive.org/details/RT_20201120_060000_News#start/966/end/1001,"paris fears very military accompanied by russian peacekeepers is entering parts of the disputed region of nickel and i care about. i can stipulate it under the peace deal. meanwhile, refugees are returning to the areas biggest cities to panic,",1
39,https://archive.org/details/RT_20201120_060000_News#start/1842/end/1877,isolation or community? are you going the right way or are you being direct? what is true? what is fake.,6
40,https://archive.org/details/RT_20201120_070000_News#start/37/end/72,buddy french catholics hit the streets against a ban on all religious gatherings during the lockdown. one worshiper told us the move raises disturbing historical parallels in french history. this isn't the 1st,5
41,https://archive.org/details/RT_20201120_070000_News#start/490/end/525,what they call inadequate preparation by hospitals ahead of an expected for the surge of coronavirus cases. medical workers know the city hasn't provided enough protective equipment or new stuff to cope with a spike in victims. we're hearing today because we are finding no more am. we're,1
42,https://archive.org/details/RT_20201120_070000_News#start/526/end/561,"as a grown, a virus pandemic continues to hold a tight grip on the nation. nursing homes continue to be one of the most vulnerable populations to bear the brunt of the surge, in cases among the nation's most vulnerable residents comes as inductions, hospitalizations and search nationwide. industry experts say that when cases spread",3
43,https://archive.org/details/RT_20201120_070000_News#start/541/end/576,"in the community, it's difficult to shield nursing home residents despite rules that restrict visitors. i think it's clearly, as we've talked about it, challenge to take care of individuals during this covert outrage. and",3
44,https://archive.org/details/RT_20201120_070000_News#start/614/end/649,"term care residents have died amid the pandemic. they are not only succumbing to the virus, but to slow declines from isolation. and it's causing a lot of them to talk about losing the will to live, not wanting to go on anymore or being separated from their families. so that's",3
45,https://archive.org/details/RT_20201120_070000_News#start/614/end/649,"term care residents have died amid the pandemic. they are not only succumbing to the virus, but to slow declines from isolation. and it's causing a lot of them to talk about losing the will to live, not wanting to go on anymore or being separated from their families. so that's",3
46,https://archive.org/details/RT_20201120_070000_News#start/698/end/733,"either for the patients or the caregivers, but france is ban on all religious gatherings, including mass, as part of the lockdown has sent angry believers on to the streets in protest. worshippers warn, some things are more important than covert restrictions. reports,",4
47,https://archive.org/details/RT_20201120_070000_News#start/736/end/771,"under france's measures to fight the virus. only funerals and weddings are currently allowed in religious buildings or services, but the limits on the numbers and religious leaders say the restrictions. contrary",2
48,https://archive.org/details/RT_20201120_070000_News#start/715/end/750,"churches may be closed for services, but carefully are still meeting and they are protesting. lockdown measures that seem religious service is essential",2
49,https://archive.org/details/RT_20201120_070000_News#start/771/end/806,"health precautions rules. despite taking their pleas to france's highest administrative court, the catholic church has failed to persuade the current sleep state that religious services such as most essential and should be permitted during the lockdown",2
50,https://archive.org/details/RT_20201120_070000_News#start/788/end/823,"that some while others have decided to take matters into their own hands. well, if i might go to confession with you a bit, charlotte, i did not start going to master in the 1st lockdown,",9
51,https://archive.org/details/RT_20201120_070000_News#start/907/end/942,"of a disease i could very well have passed a cold on to someone in the past or the flu, unknowingly. and the way that code has operated with many, many asymptomatic carriers. it's very unlikely that anyone would ever know. so given that i had no intention to distribute the virus or any desire to do so,",7
52,https://archive.org/details/RT_20201120_070000_News#start/941/end/976,"anything else. and life is about battling the coronavirus. it's not just catholics who have been impacted by this. the blanket baron hates. any religious service. that means that muslims, jews, hindus and all in the same boat it but given that france is still",4
53,https://archive.org/details/RT_20201120_070000_News#start/975/end/1010,"disputed region of nickel, no can back out stipulated under the peace deal. meanwhile, refugees are returning to the areas biggest. it takes to panic, which is held by armenia, but artie's more gassier finds they often has nothing to return to. the war may",1
54,https://archive.org/details/RT_20201120_080000_News#start/32/end/67,the perpetrators to justice. also lug wrench catholics hit the streets against a ban on all religious gatherings during the lockdown. one worshiper told us the,5
55,https://archive.org/details/RT_20201120_080000_News#start/491/end/526,what they call inadequate preparation by hospitals ahead of an expected for the surge of coronavirus cases. medical workers near the city hasn't provided enough to protective equipment on new stuff to cope with the spike in victims. we're hearing,1
56,https://archive.org/details/RT_20201120_080000_News#start/545/end/580,"in the community, it's difficult to shield nursing home residents despite rules that restrict visitors. i think it's clearly, as we've talked about it, challenge to take care of individuals during this covert outrage. and",3
57,https://archive.org/details/RT_20201120_080000_News#start/618/end/653,"nation's long term care residents have died amid the pandemic. they are not only succumbing to the virus, but to slow declines from isolation and it's causing a lot of them to talk about losing the will to live, not wanting to go on anymore or being separated from their families. so that's",3
58,https://archive.org/details/RT_20201120_080000_News#start/618/end/653,"nation's long term care residents have died amid the pandemic. they are not only succumbing to the virus, but to slow declines from isolation and it's causing a lot of them to talk about losing the will to live, not wanting to go on anymore or being separated from their families. so that's",3
59,https://archive.org/details/RT_20201120_080000_News#start/706/end/741,"caregivers. but france's ban on all religious gatherings, including mass, as part of the lockdown, has sent angry believers onto the streets in protest, worshippers warns some things are more importance than covert restrictions. a show that depends q. reports. churches may be closed for services,",4
60,https://archive.org/details/RT_20201120_080000_News#start/718/end/753,but carefully are still meeting. and they are protesting. lockdown measures that seem religious service is essential,2
61,https://archive.org/details/RT_20201120_080000_News#start/739/end/774,"under france's measures to fight the virus. only funerals and weddings are currently allowed in religious buildings or services, but the limits on the numbers and religious leaders say the restrictions are",2
62,https://archive.org/details/RT_20201120_080000_News#start/788/end/823,"services such as most essential and should be committed during the lockdown. that's good some while others have decided to take matters into their own hands. well, if i might go to confession with you a bit, charlotte,",9
63,https://archive.org/details/RT_20201120_080000_News#start/802/end/837,"i did not start going to master in the 1st lockdown, and i don't intend to start doing that this time. keen not to draw focus from the authorities for attending these prohibited masses. we have agreed to hide his",9
64,https://archive.org/details/RT_20201120_080000_News#start/922/end/957,"given that i had no intention to distribute the virus or any desire to do so, i couldn't feel bad in that sense. that attitude is likely to in theory a forty's, which one services such as this all banned?",7
65,https://archive.org/details/RT_20201120_080000_News#start/937/end/972,"well, for the protests by catholics will not be tolerated. life is more important than anything else. and life is about battling the coronavirus. it's not just catholics who have been impacted by this. the blanket baron hates. any religious service.",4
66,https://archive.org/details/RT_20201120_080000_News#start/1022/end/1057,in a world transformed what will make you feel safe? isolation or community? are you going the right way or are you being legs are direct? what is true?,6
67,https://archive.org/details/RT_20201120_090000_News#start/43/end/78,french catholics hit the streets against a ban on all religious gatherings during the lockdown. one worshiper told us the move raises disturbing historical parallels in french history. this isn't the 1st time they're going to mass is being considered illegal or the churches have been,5
68,https://archive.org/details/RT_20201120_090000_News#start/483/end/518,"warned medical workers are on the brink as the covert toll across europe and america hits worrying highs. it comes as new york now says protests, what they call a not a quick preparation by hospitals ahead of an expected, the surge of coronavirus cases. medical workers know the city hasn't provided",1
69,https://archive.org/details/RT_20201120_090000_News#start/520/end/555,"people are not record of what happened and bring as a grown, a virus pandemic continues to hold a tight grip on the nation. nursing homes continue to be one of the most vulnerable populations to bear the brunt of the surge,",3
70,https://archive.org/details/RT_20201120_090000_News#start/534/end/569,"in cases among the nation's most vulnerable residents comes as inductions, hospitalizations and search nationwide. industry experts say that when cases spread in the community, it's difficult to shield nursing home residents despite rules that restrict",3
71,https://archive.org/details/RT_20201120_090000_News#start/614/end/649,"of the nation's long term care residents have died amid the pandemic. they are not only succumbing to the virus, but to slow declines from isolation. and it's causing a lot of them to talk about losing the will to live, not wanting to go on anymore or being separated from their families. so that's",3
72,https://archive.org/details/RT_20201120_090000_News#start/614/end/649,"of the nation's long term care residents have died amid the pandemic. they are not only succumbing to the virus, but to slow declines from isolation. and it's causing a lot of them to talk about losing the will to live, not wanting to go on anymore or being separated from their families. so that's",3
73,https://archive.org/details/RT_20201120_090000_News#start/647/end/682,"residents live in nursing homes. these facilities account for 40 percent of the nation's kovan 1000 deaths reporting any york trinity chavez r.t. . and across the atlantic in europe, the world health organization phase one person is now dying from the virus. every",3
74,https://archive.org/details/RT_20201120_090000_News#start/736/end/771,seem religious service is essential under france's measures to fight the virus. only funerals and weddings are,2
75,https://archive.org/details/RT_20201120_090000_News#start/789/end/824,"administrative court, the catholic church has failed to persuade the current sleep state that religious services such as murder, are essential and should be permitted during the lockdown that some while others have decided to take matters into their own hands. well,",2
76,https://archive.org/details/RT_20201120_090000_News#start/807/end/842,"if i might go to confession with you a bit, charlotte, i did not start going to master in the 1st lockdown, and i don't intend to start doing that this time. keeping not to draw focus from the authorities for attending these prohibited masses. we have agreed to hide his",9
77,https://archive.org/details/RT_20201120_090000_News#start/927/end/962,"given that i had no intention to distribute the virus or any desire to do so, i couldn't feel bad in that sense. that attitude is likely to in theory, your services such as this all band well for the protests by catholics will",7
78,https://archive.org/details/RT_20201120_090000_News#start/945/end/980,"not be tolerated. life is more important than anything else and life is about battling the coronavirus. it's not just catholics who have been impacted by this. the blanket ban hates any religious service. that means that muslims, jews,",4
79,https://archive.org/details/RT_20201120_090000_News#start/1073/end/1108,"back. bizzare, military, accompanied by russian peacekeepers is entering parts of the disputed region of nickel and i care about have stipulated under the peace deal. meanwhile, refugees are returning to the areas biggest cities to panic heard, which is held by armenia, but artie's my county",1
80,https://archive.org/details/RT_20201120_100000_News#start/32/end/67,the perpetrators to justice. also french catholics hit the streets against a ban on all religious gatherings during the lockdown. one worshiper told us the,5
81,https://archive.org/details/RT_20201120_100000_News#start/484/end/519,warned of medical workers are on the brink as the covert toll across europe and america hits worrying highs. it comes as new york now says protests. what they call inadequate preparation by hospitals ahead of an expected further surge of coronavirus cases. medical workers know the city hasn't provided enough protective,1
82,https://archive.org/details/RT_20201120_100000_News#start/517/end/552,"they want ppd what happened and bring as a grown, a virus pandemic continues to hold a tight grip on the nation. nursing homes continue to be one of the most vulnerable",3
83,https://archive.org/details/RT_20201120_100000_News#start/550/end/585,"despite rules that restrict visitors. think it's clearly, as we've talked about it, allan's to take care of individuals. during this covert outrage. and there against a really disturbing stories that have come out,",3
84,https://archive.org/details/RT_20201120_100000_News#start/613/end/648,"and has more than 97000 of the nation's long term care residents have died amid the pandemic. they are not only succumbing to the virus, but just slow declines from isolation. and it's causing a lot of them to talk about losing the will to live,",3
85,https://archive.org/details/RT_20201120_100000_News#start/613/end/648,"and has more than 97000 of the nation's long term care residents have died amid the pandemic. they are not only succumbing to the virus, but just slow declines from isolation. and it's causing a lot of them to talk about losing the will to live,",3
86,https://archive.org/details/RT_20201120_100000_News#start/660/end/695,"and across the atlantic in europe. so well as health organization says, one person is now dying from the virus. every 17 seconds. fraunces, one of the worst hits with intensive care ward, small the 95 percent full, and struggling to cope with more than $10000000.00 cases. a consonance worst",1
87,https://archive.org/details/RT_20201120_100000_News#start/708/end/743,"caregivers. but france is ban on all religious gatherings, including mouth as part of the lockdown has sent angry believers on to the streets in protest. worshippers warn, some things are more important than covert restrictions and reports. churches may",4
88,https://archive.org/details/RT_20201120_100000_News#start/744/end/779,"under france's measures to fight the virus. only funerals and weddings are currently allowed in religious buildings or services, but the limits on the numbers and religious leaders say the restrictions of one",2
89,https://archive.org/details/RT_20201120_100000_News#start/801/end/836,"others have decided to take matters into their own hands. well, if i might go to confession with you a bit, charlotte, i did not start going to master in the 1st lockdown, and i don't intend to start doing that this time. keeping not to draw focus from",9
90,https://archive.org/details/RT_20201120_100000_News#start/782/end/817,"health precaution. despite taking their pleas to france's highest administrative court, the catholic church has failed to persuade the current sleep state that religious services such as murder, are essential and should be permitted during the lockdown. but some while",2
91,https://archive.org/details/RT_20201120_100000_News#start/921/end/956,"unknowingly. and the way that code has operated with many, many asymptomatic carriers. it's very unlikely that anyone would ever know. so given that i had no intention to distribute the virus or any desire to do so, i couldn't feel bad in that sense. that attitude is likely to in theory a forty's,",7
92,https://archive.org/details/RT_20201120_100000_News#start/936/end/971,"which one services such as this all banned? well, for the protests by catholics will not be tolerated. life is more important than anything else. and life is about battling the coronavirus. it's not just catholics",4
93,https://archive.org/details/RT_20201120_110000_News#start/47/end/82,"french catholics hit the streets against a ban on all religious gatherings during the lockdown on worship. told us the movie raises, disturbing historical parallels in french history. this isn't the 1st time that going to mass has been considered illegal,",5
94,https://archive.org/details/RT_20201120_110000_News#start/494/end/529,"america hits worrying highs. it comes as new york nurses protest, what they call adequate preparation by hospitals ahead of an expected further surge of coronavirus cases. medical workers know the city hasn't provided enough tech to equipment or new staff to cope with",1
95,https://archive.org/details/RT_20201120_110000_News#start/525/end/560,"people are not what happened to me as a grown, a virus pandemic continues to hold a tight grip on the nation. nursing homes continue to be one of the most vulnerable populations to bear the brunt of the surge,",3
96,https://archive.org/details/RT_20201120_110000_News#start/539/end/574,"in cases among the nation's most vulnerable residents. comes as inductions, hospitalizations and deaths surge nationwide. industry experts say that when cases spread in the community, it's difficult to shield nursing home residents despite rules that restrict",3
97,https://archive.org/details/RT_20201120_110000_News#start/620/end/655,"of the nation's long term care residents have died amid the pandemic. they are not only succumbing to the virus, but to slow declines for my solution. and it's causing a lot of them to, to talk about losing the will to live, not wanting to go on anymore or being separated from their families. so that's",3
98,https://archive.org/details/RT_20201120_110000_News#start/667/end/702,"dying from the virus every 17 seconds. france is one of the worst hit countries with intensive care ward, more than 95 percent full and struggling to cope with more than 2000000 covert cases, continence worse tally medical staff. there are also warning they can no longer",1
99,https://archive.org/details/RT_20201120_110000_News#start/719/end/754,"francis ban on all religious gatherings, including mass, as part of the lockdown, has sent angry believers on to the streets and protest. worshippers say some things are more important than covert restrictions. charlatan, ski reports, churches may be closed for services,",4
100,https://archive.org/details/RT_20201120_110000_News#start/750/end/785,"under france's measures to fight the virus. only funerals and weddings are currently allowed in religious buildings or services, but the limits on the numbers and religious leaders say the restrictions of one",2
101,https://archive.org/details/RT_20201120_110000_News#start/807/end/842,"others have decided to take matters into their own hands. well, if i might go to confession with you a bit, charlotte, i did not start going to master in the 1st lockdown, and i don't intend to start doing that this time. keen not to draw focus from the",9
102,https://archive.org/details/RT_20201120_110000_News#start/787/end/822,"health precautions. despite taking their pleas to france's highest administrative court, the catholic church has failed to persuade the current sleep state that religious services such as mass, is essential and should be permitted during the lockdown that some while",2
103,https://archive.org/details/RT_20201120_110000_News#start/926/end/961,"unknowingly. and the way that code has operated with many, many asymptomatic carriers. it's very unlikely that anyone would ever know. so given that i had no intention to distribute the virus or any desire to do so, i couldn't feel bad in that sense. that attitude is likely to in theory,",7
104,https://archive.org/details/RT_20201120_110000_News#start/944/end/979,your services such as this all band well for the protests by catholics will not be tolerated. life is more important than anything else and life is about battling the coronavirus. it's not just catholics who have been impacted by the,4
105,https://archive.org/details/RT_20201120_120000_News#start/44/end/79,"french catholics hit the streets against a ban on all religious gatherings during the a lockdown on. we're told us the move, recent disturbing to store the parallels in french history. this isn't the 1st time that going to mass has been considered illegal, or the churches have been locked up for the going to mass could be considered",5
106,https://archive.org/details/RT_20201120_120000_News#start/484/end/519,"the world health organization has worn the medical workers are on the brink, as the covert toll across europe and america hits worrying highs. it comes as new york nurses protest, what they call an adequate preparation for hospitals ahead of an expected further surge of coronavirus. he says, and",1
107,https://archive.org/details/RT_20201120_120000_News#start/535/end/570,"populations to bear the brunt of the surge, in cases among the nation's most vulnerable residents comes as inductions, hospitalizations and search nationwide. industry experts say that when cases spread in the community, it's difficult to shield nursing home residents despite rules that restrict",3
108,https://archive.org/details/RT_20201120_120000_News#start/517/end/552,"what i mean is they want p.-p. p.-p. record of what happened. and frankly, i think as a grown, a virus pandemic continues to hold a tight grip on the nation. nursing homes continue to be one of the most vulnerable",3
109,https://archive.org/details/RT_20201120_120000_News#start/615/end/650,"nation's long term care residents have died amid the pandemic. they are not only succumbing to the virus, but to slow declines from isolation. and it's causing a lot of them to talk about losing the will to live, not wanting to go on anymore or being separated from their families. so that's",3
110,https://archive.org/details/RT_20201120_120000_News#start/615/end/650,"nation's long term care residents have died amid the pandemic. they are not only succumbing to the virus, but to slow declines from isolation. and it's causing a lot of them to talk about losing the will to live, not wanting to go on anymore or being separated from their families. so that's",3
111,https://archive.org/details/RT_20201120_120000_News#start/648/end/683,"residents live in nursing homes, these facilities account for 40 percent of the nation's kovan 1000 deaths reporting any york turn of the chavez are to across the atlantic. in europe, the world health organization says one person is now dying from the virus every 17",3
112,https://archive.org/details/RT_20201120_120000_News#start/703/end/738,"but i've never seen that either for the patients. but france is ban on all religious gatherings, including mass, as part of the lockdown has sent angry believers on to the streets and protest or",4
113,https://archive.org/details/RT_20201120_120000_News#start/736/end/771,seem religious service is essential under france's measures to fight the virus. only funerals and weddings are,2
114,https://archive.org/details/RT_20201120_120000_News#start/808/end/843,"hands. well, if i might go to confession with you a bit, charlotte, i did not start going to master in the 1st lockdown, and i don't intend to start doing this time. keeping not to draw focus from the authorities for attending these prohibited masses. we have agreed to hide his",9
115,https://archive.org/details/RT_20201120_120000_News#start/788/end/823,the catholic church has failed to persuade the current sleep state that religious services such as most essential and should be permitted during the lockdown that some while others have decided to take matters into their,2
116,https://archive.org/details/RT_20201120_120000_News#start/922/end/957,"many asymptomatic carriers. it's very unlikely that anyone would ever know. so given that i had no intention to distribute the virus or any desire to do so, i couldn't feel bad in that sense. that attitude is likely to in theory a forty's,",7
117,https://archive.org/details/RT_20201120_120000_News#start/937/end/972,"which one services such as this all banned? well, for the protests by catholics will not be tolerated. life is more important than anything else. and life is about battling the coronavirus. it's not just catholics",4
118,https://archive.org/details/RT_20201120_120000_News#start/1012/end/1047,isolation community. are you going the right way or are you being led? by what is true? what is faith in the world corrupted?,6
119,https://archive.org/details/RT_20201120_130000_News#start/44/end/79,"french catholics rally against a ban on religious gatherings during the lockdown amid a surge in covert. he says, one worshipper pointed to a disturbing historical parallels in french history. this isn't the 1st time that going to mass has been considered illegal,",5
120,https://archive.org/details/RT_20201120_130000_News#start/529/end/564,"surge of coronavirus cases. medical workers, not the city, hasn't provided enough protective equipment or new staff to cope with a spike in victims. we're hearing today because we are standing arm. we are back in court. i cry from the bronx and we are not ready,",1
121,https://archive.org/details/RT_20201120_130000_News#start/547/end/582,"although not to miami. what i mean is they want and people, he, people are not what happened? and i think as a grown, a virus pandemic continues to hold a tight grip on the nation. nursing homes continue to be one of the most vulnerable",3
122,https://archive.org/details/RT_20201120_130000_News#start/566/end/601,"populations to bear the brunt of the surge, in cases among the nation's most vulnerable residents, comes as infections, hospitalizations, and deaths surge nationwide. industry experts say that when cases spread in the community, it's difficult to shield nursing home residents despite rules that restrict",3
123,https://archive.org/details/RT_20201120_130000_News#start/646/end/681,"nation's long term care residents have died amid the pandemic. they are not only succumbing to the virus, but to slow declines from isolation. and it's causing a lot of them to talk about losing the will to live, not wanting to go on anymore or being separated from their families. so that's",3
124,https://archive.org/details/RT_20201120_130000_News#start/646/end/681,"nation's long term care residents have died amid the pandemic. they are not only succumbing to the virus, but to slow declines from isolation. and it's causing a lot of them to talk about losing the will to live, not wanting to go on anymore or being separated from their families. so that's",3
125,https://archive.org/details/RT_20201120_130000_News#start/679/end/714,"residents live in nursing homes. these facilities account for 40 percent of the nation's kovan 1000 deaths reported any york trinity chavez, r.t. . and in europe, the world health organization says one person is now dying from the virus every 17",3
126,https://archive.org/details/RT_20201120_130000_News#start/732/end/767,"comics and over hospital. i've never seen that either for the patients or the caregivers. the french government's ban on all religious gatherings, including mass, as part of the lockdown has sent angry believers on to the streets and protest.",4
127,https://archive.org/details/RT_20201120_130000_News#start/764/end/799,seem religious service is essential under france's measures to fight the virus. only funerals and weddings are,2
128,https://archive.org/details/RT_20201120_130000_News#start/818/end/853,"court, the catholic church has failed to persuade the current sleep state that religious services such as mass, are essential and should be permitted during the lockdown that some while others have decided to take matters into their own hands. well,",2
129,https://archive.org/details/RT_20201120_130000_News#start/836/end/871,"if i might go to confession with you a bit, charlotte, i did not start going to master in the 1st lockdown, and i don't intend to start doing that this time. keeping not to draw focus from the authorities for attending these prohibited masses. we have agreed to hide his",9
130,https://archive.org/details/RT_20201120_130000_News#start/955/end/990,"many asymptomatic carriers. it's very unlikely that anyone would ever know. so given that i had no intention to distribute the virus or any desire to do so, i couldn't feel bad in that sense. that attitude is likely to in theory, your services such as this all banned well for the protests by catholics will",7
131,https://archive.org/details/RT_20201120_130000_News#start/972/end/1007,"not be tolerated. life is more important than anything else, and life is about battling the coronavirus. it's not just catholics who have been impacted by the blanket ban hits any religious service. that means that muslims,",4
132,https://archive.org/details/RT_20201120_130000_News#start/1110/end/1145,"all refugees are returning to the area's main city, supposed to panic out, which is held by our media. but as our teams mongols have found out, many of them have almost nothing to return to who war may be over. but the humanitarian situation here,",1
